序号,原书页码,原词条,lexeme_uid,lemma,pos,ipa,english,spanish,chinese,example_fr,example_en,example_es,example_zh,review_status
669,221,préférer,fr:préférer:verb:1,préférer,verb,/pʁe.fe.ʁe/,to prefer,preferir,更喜欢，偏爱,Je vais préférer le train.,I am going to prefer the train.,Voy a preferir el tren.,我更喜欢火车。,machine-assisted
670,221,premier(ère),fr:premier:adjective:1,premier,adjective,/pʁə.mje/,first,primero,第一的,C’est quelque chose de premier.,It is something first.,Es algo primero.,这是主要的事情。,machine-assisted
671,221,prendre,fr:prendre:verb:1,prendre,verb,/pʁɑ̃dʁ/,to take,tomar; coger,拿；取；乘坐,Je prends le bus.,I take the bus.,Tomo el autobús.,我坐公共汽车。,seed-reviewed
672,221,prénom,fr:prénom:noun:1,prénom,noun,/pʁe.nɔ̃/,"first name, given name",nombre,名字,On parle du prénom.,We are talking about it.,Estamos hablando de ello.,我们正在谈论名字。,machine-assisted
673,221,préparer,fr:préparer:verb:1,préparer,verb,/pʁe.pa.ʁe/,to prepare,preparar,准备,Je vais préparer le dîner.,I am going to prepare dinner.,Voy a preparar la cena.,我要去准备晚饭了。,machine-assisted
674,221,présentation,fr:présentation:noun:1,présentation,noun,/pʁe.zɑ̃.ta.sjɔ̃/,the act of presenting,presentación,外表，仪表,Voici la présentation.,Here it is.,Aquí está.,这是外表。,machine-assisted
675,221,présenter,fr:présenter:verb:1,présenter,verb,/pʁe.zɑ̃.te/,to present,presentar,展示；介绍,Je vais présenter mon projet.,I am going to present my project.,Voy a presentar mi proyecto.,我将介绍我的项目。,machine-assisted
676,221,principalement,fr:principalement:adverb:1,principalement,adverb,/pʁɛ̃.si.pal.mɑ̃/,"mainly, principally",principalmente,主要地,Ce quartier est principalement résidentiel.,This district is mainly residential.,Este barrio es principalmente residencial.,这个街区主要是住宅区。,machine-assisted
677,221,prison,fr:prison:noun:1,prison,noun,/pʁi.zɔ̃/,prison,prisión,监狱,On parle de la prison.,We are talking about it.,Estamos hablando de ello.,我们正在谈论监狱。,machine-assisted
678,221,privé(e),fr:privé:adjective:1,privé,adjective,/pʁi.ve/,private,privado,私人的,C’est quelque chose de privé.,It is something private.,Es algo privado.,这是私人的事情。,machine-assisted
679,221,probable,fr:probable:adjective:1,probable,adjective,/pʁɔ.babl/,"likely, probable",probable,很有可能的,C’est quelque chose de probable.,"It is something likely, probable.",Es algo probable.,这是有可能的。,machine-assisted
680,221,problème,fr:problème:noun:1,problème,noun,/pʁɔ.blɛm/,problem,problema,问题,On parle du problème.,We are talking about it.,Estamos hablando de ello.,我们正在谈论问题。,machine-assisted
681,222,prochain(e),fr:prochain:adjective:1,prochain,adjective,/pʁɔ.ʃɛ̃/,upcoming,"entrante, próximo, siguiente",下一个的,C’est quelque chose de prochain.,It is something upcoming.,"Es algo entrante, próximo, siguiente.",这是即将到来的事情。,machine-assisted
682,222,prof,fr:prof:noun:1,prof,noun,/pʁɔf/,"teacher, professor",profe,《俗》教师；教授,On parle des profs.,We are talking about it.,Estamos hablando de ello.,我们正在谈论教师。,machine-assisted
683,222,professeur,fr:professeur:noun:1,professeur,noun,/pʁɔ.fɛ.sœʁ/,teacher,profesor; profesora,中学教师；大学教授；教员，教练,Notre professeure parle lentement.,Our teacher speaks slowly.,Nuestra profesora habla despacio.,我们的老师说话很慢。,seed-reviewed
684,222,profession,fr:profession:noun:1,profession,noun,/pʁɔ.fɛ.sjɔ̃/,"profession, public declaration",profesión,职业,Voici la profession.,Here it is.,Aquí está.,这是职业。,machine-assisted
685,222,projet,fr:projet:noun:1,projet,noun,/pʁɔ.ʒɛ/,project,proyecto,计划,Voici le projet.,Here it is.,Aquí está.,这是计划。,machine-assisted
686,222,promenade,fr:promenade:noun:1,promenade,noun,/pʁɔm.nad/,walk; stroll (walk for enjoyment),paseo,散步；散步场所，散步大道,On parle de la promenade.,We are talking about it.,Estamos hablando de ello.,我们正在谈论散步。,machine-assisted
687,222,promener(se),fr:promener:verb:1,promener,verb,/pʁɔm.ne/,"to walk (leisurely), to go for a walk, to stroll",pasear,散步,Je vais promener le chien.,I am going to walk the dog.,Voy a pasear al perro.,我要去遛狗。,machine-assisted
688,222,publicité,fr:publicité:noun:1,publicité,noun,/py.bli.si.te/,"publicity, advertising",publicidad,广告,On parle de la publicité.,We are talking about it.,Estamos hablando de ello.,我们正在谈论广告。,machine-assisted
689,222,puis,fr:puis:adverb:1,puis,adverb,/pɥi/,then; after; next,luego,然后,"Prenez cette rue, puis tournez à droite.","Take this street, then turn right.",Tome esta calle y luego gire a la derecha.,走这条街，然后右转。,machine-assisted
690,222,pull,fr:pull:noun:1,pull,noun,/pyl/,pullover,jersey,《俗》套头毛衣,On parle du pull.,We are talking about it.,Estamos hablando de ello.,我们正在谈论套头毛衣。,machine-assisted
691,222,quai,fr:quai:noun:1,quai,noun,/ke/,"quay, wharf",andén,站台；堤岸,Voici le quai.,Here it is.,Aquí está.,这是站台。,machine-assisted
692,222,qualité,fr:qualité:noun:1,qualité,noun,/ka.li.te/,quality,calidad,品质，质量,On parle de la qualité.,We are talking about it.,Estamos hablando de ello.,我们正在谈论品质。,machine-assisted
693,222,quand,fr:quand:conjunction:1,quand,conjunction,/kɑ̃/,when (at the time that),cuando,什么时候；当……时,Appelez-moi quand vous arrivez.,Call me when you arrive.,Llámeme cuando llegue.,到达后给我打电话。,machine-assisted
694,222,quartier,fr:quartier:noun:1,quartier,noun,/kaʁ.tje/,"quarter, district (part of town), neighbourhood",barrio,街区,On parle du quartier.,We are talking about it.,Estamos hablando de ello.,我们正在谈论街区。,machine-assisted
695,222,québécois(e),fr:québécois:adjective:1,québécois,adjective,/ke.be.kwa/,of Quebec,quebequés,魁北克的,C’est quelque chose de québécois.,It is something of Quebec.,Es algo quebequés.,这是魁北克人的东西。,machine-assisted
696,222,quelque chose (=qch.),fr:quelque chose:pronoun:1,quelque chose,pronoun,/kɛl.k(ə) ʃoz/,something (an indefinite or indeterminate object),algo,某个东西，某物,Je voudrais quelque chose à boire.,I would like something to drink.,Quisiera algo de beber.,我想要喝点东西。,machine-assisted
697,222,questionnaire,fr:questionnaire:noun:1,questionnaire,noun,/kɛs.tjɔ.nɛʁ/,questionnaire,cuestionario,调查问卷,On parle du questionnaire.,We are talking about it.,Estamos hablando de ello.,我们正在谈论调查问卷。,machine-assisted
698,222,quitter,fr:quitter:verb:1,quitter,verb,/ki.te/,"to leave, to quit",abandonar,离开,Je vais quitter le bureau.,I am going to leave the office.,Voy a abandonar la oficina.,我要离开办公室了。,machine-assisted
699,222,raconter,fr:raconter:verb:1,raconter,verb,/ʁa.kɔ̃.te/,to recount; to tell; to narrate,contar,讲述,Je vais raconter une histoire.,I am going to recount a story.,Voy a contar una historia.,我要讲一个故事。,machine-assisted
700,222,radio,fr:radio:noun:1,radio,noun,/ʁa.djo/,"radio, tuner",radio,无线电广播；无线电广播电台,On parle de la radio.,We are talking about it.,Estamos hablando de ello.,我们正在谈论无线电广播。,machine-assisted
701,222,raison,fr:raison:noun:1,raison,noun,/ʁɛ.zɔ̃/,reason (cause),razón,理智，理性；道理,Voici la raison.,Here it is.,Aquí está.,这是理智。,machine-assisted
702,222,avoir raison,fr:avoir raison:verb:1,avoir raison,verb,/a.vwaʁ ʁɛ.zɔ̃/,to be right; to be correct,tener razón,有理，正确,Tu as raison sur ce point.,You are right about that point.,Tienes razón en ese punto.,在这一点上你是对的。,machine-assisted
703,222,rappeler,fr:rappeler:verb:1,rappeler,verb,/ʁa.ple/,to call again; to call back,recordar,再打电话给某人,Je vais rappeler Marie demain.,I am going to call Marie back tomorrow.,Voy a volver a llamar a Marie mañana.,明天我会再给玛丽打电话。,machine-assisted
704,222,se rappeler,fr:se rappeler:verb:1,se rappeler,verb,/ʁa.ple/,to remember,recordar,记得；想起,Je me rappelle cette adresse.,I remember this address.,Recuerdo esta dirección.,我记得这个地址。,machine-assisted
705,222,récent(e),fr:récent:adjective:1,récent,adjective,/ʁe.sɑ̃/,recent,reciente,最近的，新近的,C’est quelque chose de récent.,It is something recent.,Es algo reciente.,这是最近发生的事情。,machine-assisted
706,222,réception,fr:réception:noun:1,réception,noun,/ʁe.sɛp.sjɔ̃/,reception (action of receiving),recepción,接待处,On parle de la réception.,We are talking about it.,Estamos hablando de ello.,我们正在谈论接待处。,machine-assisted
707,222,réceptionniste,fr:réceptionniste:noun:1,réceptionniste,noun,/ʁe.sɛp.sjɔ.nist/,receptionist,recepcionista,（旅馆、商店等的）接待员,Voici les réceptionnistes.,Here it is.,Aquí está.,这些是（旅馆、商店等的）接待员。,machine-assisted
708,222,rechercher,fr:rechercher:verb:1,rechercher,verb,/ʁə.ʃɛʁ.ʃe/,"to search for, seek, to look for",buscar,寻找；搜寻,Je vais rechercher un emploi.,I am going to search for a job.,Voy a buscar un empleo.,我要去找工作。,machine-assisted
709,222,recommencer,fr:recommencer:verb:1,recommencer,verb,/ʁə.kɔ.mɑ̃.se/,"to restart, start over, start again",recomenzar,重新开始,Nous allons recommencer l’exercice.,We are going to start the exercise again.,Vamos a repetir el ejercicio.,我们要再次开始练习。,machine-assisted
710,222,regarder,fr:regarder:verb:1,regarder,verb,/ʁə.ɡaʁ.de/,to watch; to look at,"mirar, considerar, concernir",看,Je vais regarder ce film.,I am going to watch this film.,Voy a mirar esta película.,我要看这部电影。,machine-assisted
711,222,remercier,fr:remercier:verb:1,remercier,verb,/ʁə.mɛʁ.sje/,to thank (someone),agradecer,感谢,Je vais remercier mon professeur.,I am going to thank my teacher.,Voy a agradecer a mi profesor.,我要感谢我的老师。,machine-assisted
712,222,rencontrer,fr:rencontrer:verb:1,rencontrer,verb,/ʁɑ̃.kɔ̃.tʁe/,to meet,encontrar,碰见，遇见，结识,Je vais rencontrer mes amis.,I am going to meet my friends.,Voy a encontrar a mis amigos.,我要去见我的朋友们。,machine-assisted
713,222,se rencontrer,fr:se rencontrer:verb:1,se rencontrer,verb,/ʁɑ̃.kɔ̃.tʁe/,to meet each other,encontrarse,相遇,Nous nous rencontrons devant la gare.,We meet in front of the station.,Nos encontramos delante de la estación.,我们在车站前见面。,machine-assisted
714,222,rendez-vous,fr:rendez-vous:noun:1,rendez-vous,noun,/ʁɑ̃.de.vu/,date,cita,约会，预约,Voici le rendez-vous.,Here it is.,Aquí está.,这是约会。,machine-assisted
715,222,sur rendez-vous,fr:sur rendez-vous:expression:1,sur rendez-vous,expression,/syʁ ʁɑ̃dˈevˈu/,by appointment,con cita previa,须预约；按预约,Le médecin reçoit sur rendez-vous.,The doctor sees patients by appointment.,El médico atiende con cita previa.,医生按预约接诊。,machine-assisted
716,222,renseignement,fr:renseignement:noun:1,renseignement,noun,/ʁɑ̃.sɛɲ.mɑ̃/,piece of information,"aviso, reporte, notificación",有关资料，情况，消息,Voici le renseignement.,Here it is.,Aquí está.,这是有关资料。,machine-assisted
717,222,rentrer,fr:rentrer:verb:1,rentrer,verb,/ʁɑ̃.tʁe/,"to go back, to re-enter",volver a entrar,回来，回到；回家,Elle va rentrer à la maison.,She is going to go home.,Va a volver a casa.,她要回家了。,machine-assisted
718,222,repas,fr:repas:noun:1,repas,noun,/ʁə.pa/,"meal, repast",comida,餐；进餐,On parle du repas.,We are talking about it.,Estamos hablando de ello.,我们正在谈论餐。,machine-assisted
719,222,répondre (à),fr:répondre:verb:1,répondre,verb,/ʁe.pɔ̃dʁ/,to answer,responder,回答，答复,Je vais répondre à la question.,I am going to answer the question.,Voy a responder a la pregunta.,我来回答一下这个问题。,machine-assisted
720,222,réponse,fr:réponse:noun:1,réponse,noun,/ʁe.pɔ̃s/,"response, answer, reply (a communication)",respuesta,回答，答复；回信；答案,Voici la réponse.,Here it is.,Aquí está.,这是回答。,machine-assisted
721,222,reportage,fr:reportage:noun:1,reportage,noun,/ʁə.pɔʁ.taʒ/,reportage,reportaje,报道,On parle du reportage.,We are talking about it.,Estamos hablando de ello.,我们正在谈论报道。,machine-assisted
722,222,reposer(se),fr:reposer:verb:1,reposer,verb,/ʁə.po.ze/,to put down again,volver a poner,休息,Je repose le livre sur la table.,I put the book back on the table.,Vuelvo a poner el libro sobre la mesa.,我把书放回桌子上。,machine-assisted
723,222,reprendre,fr:reprendre:verb:1,reprendre,verb,/ʁə.pʁɑ̃dʁ/,"to take back, recover, regain",retomar,重新从事,Je vais reprendre mon travail.,I am going to take back my work.,Voy a retomar mi trabajo.,我会回去工作。,machine-assisted
724,222,république,fr:république:noun:1,république,noun,/ʁe.py.blik/,republic,república,共和国,Voici la république.,Here it is.,Aquí está.,这是共和国。,machine-assisted
725,222,réserver,fr:réserver:verb:1,réserver,verb,/ʁe.zɛʁ.ve/,to book; to reserve,reservar,预订，保留，预留,Je vais réserver une chambre.,I am going to book a room.,Voy a reservar una habitación.,我要订房间。,machine-assisted
726,222,résidence,fr:résidence:noun:1,résidence,noun,/ʁe.zi.dɑ̃s/,residence (place where one resides),residencia,住所，住处，寓所,Voici la résidence.,Here it is.,Aquí está.,这是住所。,machine-assisted
727,222,responsable,fr:responsable:adjective:1,responsable,adjective,/ʁɛs.pɔ̃.sabl/,responsible,responsable,负责人,C’est quelque chose de responsable.,It is something responsible.,Es algo responsable.,这是负责任的事情。,machine-assisted
728,222,restaurant,fr:restaurant:noun:1,restaurant,noun,/ʁɛs.tɔ.ʁɑ̃/,restaurant,restaurante,餐馆；饭店,On parle du restaurant.,We are talking about it.,Estamos hablando de ello.,我们正在谈论餐馆。,machine-assisted
729,222,reste,fr:reste:noun:1,reste,noun,/ʁɛst/,"rest, remainder","resto, residuo, sobrante",其余部分；其余的人；剩余部分,On parle du reste.,We are talking about it.,Estamos hablando de ello.,我们正在谈论其余部分。,machine-assisted
730,222,rester,fr:rester:verb:1,rester,verb,/ʁɛs.te/,to stay,quedar,停留，逗留；保持，始终处于（某种姿势、状态）,Je vais rester ici deux jours.,I am going to stay here for two days.,Voy a quedarme aquí dos días.,我会在这里待两天。,machine-assisted
731,222,résultat,fr:résultat:noun:1,résultat,noun,/ʁe.zyl.ta/,outcome; result,resultado,结果,Voici le résultat.,Here it is.,Aquí está.,这是结果。,machine-assisted
732,222,retourner,fr:retourner:verb:1,retourner,verb,/ʁə.tuʁ.ne/,to turn over,dar la vuelta a,返回,Je vais retourner la crêpe.,I am going to turn over the crêpe.,Voy a dar la vuelta a la crepe.,我要翻煎饼了。,machine-assisted
733,222,retraite,fr:retraite:noun:1,retraite,noun,/ʁə.tʁɛt/,retirement,retiro,退休,Voici la retraite.,Here it is.,Aquí está.,这是退休。,machine-assisted
734,222,retrouver,fr:retrouver:verb:1,retrouver,verb,/ʁə.tʁu.ve/,to find (again); to rediscover,encontrar,找回；再见到,Je vais retrouver mes clés.,I am going to find my keys.,Voy a encontrar mis llaves.,我要去找到我的钥匙。,machine-assisted
735,222,réunion,fr:réunion:noun:1,réunion,noun,/ʁe.y.njɔ̃/,meeting,reunión,会议,Voici la réunion.,Here it is.,Aquí está.,这是会议。,machine-assisted
736,222,réussir,fr:réussir:verb:1,réussir,verb,/ʁe.y.siʁ/,to manage to do something,conseguir,成功；做成,Tu vas réussir cet examen.,You are going to pass this exam.,Vas a aprobar este examen.,你将通过这次考试。,machine-assisted
737,222,revenir,fr:revenir:verb:1,revenir,verb,/ʁə.v(ə).niʁ/,"to come back, to return","regresar, retornar",回来,Il va revenir la semaine prochaine.,He is going to come back next week.,Va a volver la semana que viene.,他将于下周回来。,machine-assisted
738,222,rêver,fr:rêver:verb:1,rêver,verb,/ʁɛ.ve/,to dream,soñar,做梦,Elle rêve de faire le tour du monde.,She dreams of travelling around the world.,Sueña con dar la vuelta al mundo.,她梦想环游世界。,machine-assisted
739,222,rez-de-chaussée,fr:rez-de-chaussée:noun:1,rez-de-chaussée,noun,/ʁe.d(ə).ʃo.se/,ground floor,planta baja,（建筑物的）底层，一楼,On parle du rez-de-chaussée.,We are talking about it.,Estamos hablando de ello.,我们正在谈论（建筑物的）底层。,machine-assisted
740,222,riz,fr:riz:noun:1,riz,noun,/ʁi/,rice,arroz,大米,On parle du riz.,We are talking about it.,Estamos hablando de ello.,我们正在谈论大米。,machine-assisted
741,222,robe,fr:robe:noun:1,robe,noun,/ʁɔb/,"dress, frock",vestido,（女用）长外衣，连衣裙,Voici la robe.,Here it is.,Aquí está.,这是（女用）长外衣。,machine-assisted
742,222,Rochelle (La),fr:rochelle:proper_noun:1,Rochelle,proper_noun,/ʁoʃˈɛl/,La Rochelle,Rochelle,拉罗谢尔（法国）,Je connais bien Rochelle.,I know La Rochelle well.,Conozco bien Rochelle.,我很了解罗谢尔。,machine-assisted
743,222,rollers,fr:rollers:noun:1,rollers,noun,/ʁɔlˈe/,inline skates,patines en línea,轮滑鞋,On parle des rollers.,We are talking about it.,Estamos hablando de ello.,我们正在谈论轮滑鞋。,machine-assisted
744,222,romantique,fr:romantique:adjective:1,romantique,adjective,/ʁo.mɑ̃.tik/,romantic,romántico,浪漫的，罗曼蒂克的,C’est quelque chose de romantique.,It is something romantic.,Es algo romántico.,这是一件浪漫的事情。,machine-assisted
745,222,roue,fr:roue:noun:1,roue,noun,/ʁu/,a wheel,rueda,轮子,On parle de la roue.,We are talking about it.,Estamos hablando de ello.,我们正在谈论轮子。,machine-assisted
746,222,rouge,fr:rouge:adjective:1,rouge,adjective,/ʁuʒ/,red (of a red color),rojo,红色的,C’est quelque chose de rouge.,It is something red (of a red color).,Es algo rojo.,这是红色的东西。,machine-assisted
747,222,rouler,fr:rouler:verb:1,rouler,verb,/ʁu.le/,to roll,rodar,（车辆等）行驶,Nous allons rouler jusqu’à Bordeaux.,We are going to drive to Bordeaux.,Vamos a conducir hasta Burdeos.,我们要开车去波尔多。,machine-assisted
748,222,route,fr:route:noun:1,route,noun,/ʁut/,"road (sometimes route like ""Route 66"")",camino,道路，公路，大路,On parle de la route.,We are talking about it.,Estamos hablando de ello.,我们正在谈论道路。,machine-assisted
749,222,rue,fr:rue:noun:1,rue,noun,/ʁy/,"street, road",calle,街，街道，马路,Voici la rue.,Here it is.,Aquí está.,这是街。,machine-assisted
750,222,sac,fr:sac:noun:1,sac,noun,/sak/,"bag, sack",bolsa,包,On parle du sac.,We are talking about it.,Estamos hablando de ello.,我们正在谈论包。,machine-assisted
751,222,Saint-Étienne,fr:saint-étienne:proper_noun:1,Saint-Étienne,proper_noun,/sɛ̃.t‿e.tjɛn/,"Saint-Étienne (a city in Auvergne-Rhône-Alpes, France)",Saint-Étienne,圣艾蒂安（法国）,Je connais bien Saint-Étienne.,I know Saint-Étienne well.,Conozco bien Saint-Étienne.,我很了解圣艾蒂安。,machine-assisted
752,223,Saint-Valentin (la),fr:saint-valentin:proper_noun:1,Saint-Valentin,proper_noun,/sɛ̃.va.lɑ̃.tɛ̃/,"Valentine's Day (a holiday in remembrance of Saint Valentine, February 14th, celebrated by sending cards or similar tokens of love)",día de San Valentín,情人节,Je connais bien Saint-Valentin.,I know Valentine's Day well.,Conozco bien Día de San Valentín.,我很了解情人节。,machine-assisted
753,223,salade,fr:salade:noun:1,salade,noun,/sa.lad/,salad (raw vegetables in general),ensalada,凉拌生菜；生菜；沙拉,Voici la salade.,Here it is.,Aquí está.,这是凉拌生菜。,machine-assisted
754,223,salle,fr:salle:noun:1,salle,noun,/sal/,hall,sala,房间，室,On parle de la salle.,We are talking about it.,Estamos hablando de ello.,我们正在谈论房间。,machine-assisted
755,223,salle de bains,fr:salle de bains:noun:1,salle de bains,noun,/sal də bɛ̃/,bathroom,cuarto de baño,浴室,On parle des salle de bains.,We are talking about it.,Estamos hablando de ello.,我们正在谈论浴室。,machine-assisted
756,223,salon,fr:salon:noun:1,salon,noun,/sa.lɔ̃/,living room,salón,客厅,On parle du salon.,We are talking about it.,Estamos hablando de ello.,我们正在谈论客厅。,machine-assisted
757,223,salut,fr:salut:interjection:1,salut,interjection,/sa.ly/,"hi, hello",hola,《俗》你好；再见,"Salut, comment vas-tu ?","Hi, how are you?","Hola, ¿cómo estás?",你好，你好吗？,machine-assisted
758,223,samedi,fr:samedi:noun:1,samedi,noun,/sam.di/,Saturday,sábado,周六,Je fais les courses samedi.,I do the shopping on Saturday.,Hago la compra el sábado.,星期六我要去购物。,machine-assisted
759,223,savoir,fr:savoir:verb:1,savoir,verb,/sa.vwaʁ/,to know (something),saber,知道，会,Je sais nager.,I know how to swim.,Sé nadar.,我会游泳。,machine-assisted
760,223,sculpteur(trice),fr:sculpteur:noun:1,sculpteur,noun,/skyl.tœʁ/,sculptor,escultor,雕刻家，雕塑家,On parle du sculpteur.,We are talking about it.,Estamos hablando de ello.,我们正在谈论雕刻家。,machine-assisted
761,223,secondaire,fr:secondaire:adjective:1,secondaire,adjective,/sə.ɡɔ̃.dɛʁ/,secondary,secundario,第二的；次要的,C’est quelque chose de secondaire.,It is something secondary.,Es algo secundario.,这是次要的。,machine-assisted
762,223,secrétaire,fr:secrétaire:noun:1,secrétaire,noun,/sə.kʁe.tɛʁ/,secretary,secretario,秘书,On parle des secrétaires.,We are talking about it.,Estamos hablando de ello.,我们正在谈论秘书。,machine-assisted
763,223,semaine,fr:semaine:noun:1,semaine,noun,/sə.mɛn/,week,semana,星期，周,Voici la semaine.,Here it is.,Aquí está.,这是星期。,machine-assisted
764,223,Sénégal,fr:sénégal:proper_noun:1,Sénégal,proper_noun,/se.ne.ɡal/,Senegal (a country in West Africa),Senegal,塞内加尔,Je connais bien Sénégal.,I know Senegal well.,Conozco bien Senegal.,我很了解塞内加尔。,machine-assisted
765,223,septembre,fr:septembre:noun:1,septembre,noun,/sɛp.tɑ̃bʁ/,"September (the ninth month of the Gregorian calendar, following August and preceding October, containing the southward equinox)",septiembre,九月,Les cours reprennent en septembre.,Classes start again in September.,Las clases empiezan de nuevo en septiembre.,九月恢复上课。,machine-assisted
766,223,seul(e),fr:seul:adjective:1,seul,adjective,/sœl/,lonely,solo,单独的，独自的；孤单的,C’est quelque chose de seul.,It is something lonely.,Es algo solo.,它是单独的东西。,machine-assisted
767,223,"serveur,se",fr:serveur:noun:1,serveur,noun,/sɛʁ.vœʁ/,waiter (in restaurant),servidor,服务生，服务员,Voici le serveur.,Here it is.,Aquí está.,这是服务生。,machine-assisted
768,223,seulement,fr:seulement:adverb:1,seulement,adverb,/sœl.mɑ̃/,only,solamente; solo,只，仅仅,Je reste seulement deux jours.,I am staying for only two days.,Solo me quedo dos días.,我只待两天。,machine-assisted
769,223,sexe,fr:sexe:noun:1,sexe,noun,/sɛks/,sex (the biological category),sexo,性别,On parle du sexe.,We are talking about it.,Estamos hablando de ello.,我们正在谈论性别。,machine-assisted
770,223,shopping,fr:shopping:noun:1,shopping,noun,/ʃɔ.piŋ/,shopping (act of shopping),compras,在商店购物,Voici le shopping.,Here it is.,Aquí está.,这是在商店购物。,machine-assisted
771,223,Sicile (la),fr:sicile:proper_noun:1,Sicile,proper_noun,/si.sil/,"Sicily (the largest island in the Mediterranean Sea, an autonomous region of Italy, close to Africa and separated from Tunisia and Libya by the Strait of Sicily)",Sicilia,西西里岛（意大利）,Je connais bien Sicile.,I know Sicily well.,Conozco bien Sicilia.,我很了解西西里岛。,machine-assisted
772,223,s'il vous plaît,fr:s'il vous plaît:expression:1,s'il vous plaît,expression,/s‿il vu plɛ/,"please, if you please",por favor,请，请您，请问,"Un café, s’il vous plaît.","A coffee, please.","Un café, por favor.",请给我一杯咖啡。,machine-assisted
773,223,simple,fr:simple:adjective:1,simple,adjective,/sɛ̃pl/,single,simple,单一的,C’est quelque chose de simple.,It is something single.,Es algo simple.,这很简单。,machine-assisted
774,223,ski,fr:ski:noun:1,ski,noun,/ski/,ski,esquí,滑雪,On parle du ski.,We are talking about it.,Estamos hablando de ello.,我们正在谈论滑雪。,machine-assisted
775,223,slam,fr:slam:noun:1,slam,noun,/slˈam/,poetry slam,poesía slam,诗歌朗诵表演,On parle du slam.,We are talking about it.,Estamos hablando de ello.,我们正在谈论诗歌朗诵表演。,machine-assisted
776,223,SNCF,fr:sncf:proper_noun:1,SNCF,proper_noun,/ɛ.sɛn.se.ɛf/,initialism of Société nationale des chemins de fer français (the national railway company of France),SNCF,法国国家铁路公司,Je connais bien SNCF.,I know initialism of Société nationale des chemins de fer français well.,Conozco bien SNCF.,我很了解法国国家铁路公司。,machine-assisted
777,223,société,fr:société:noun:1,société,noun,/sɔ.sje.te/,"company, frequentation",sociedad,公司,Voici la société.,Here it is.,Aquí está.,这是公司。,machine-assisted
778,223,sœur,fr:sœur:noun:1,sœur,noun,/sœʁ/,sister (a daughter of the same parents as another person; a female sibling),hermana,姐妹,On parle de la sœur.,We are talking about it.,Estamos hablando de ello.,我们正在谈论姐妹。,machine-assisted
779,223,soir,fr:soir:noun:1,soir,noun,/swaʁ/,evening,tarde,晚上,Elle rentre tard le soir.,She comes home late in the evening.,Vuelve tarde por la noche.,她晚上很晚才回家。,machine-assisted
780,223,soirée,fr:soirée:noun:1,soirée,noun,/swa.ʁe/,evening,noche,夜晚,On parle de la soirée.,We are talking about it.,Estamos hablando de ello.,我们正在谈论夜晚。,machine-assisted
781,223,soleil,fr:soleil:noun:1,soleil,noun,/sɔ.lɛj/,sun (star),sol,太阳，阳光,Voici le soleil.,Here it is.,Aquí está.,这是太阳。,machine-assisted
782,223,sombre,fr:sombre:adjective:1,sombre,adjective,/sɔ̃bʁ/,dark,sombrío,昏暗的，阴暗的,C’est quelque chose de sombre.,It is something dark.,Es algo sombrío.,这是黑暗的东西。,machine-assisted
783,223,sondage,fr:sondage:noun:1,sondage,noun,/sɔ̃.daʒ/,"poll, survey",sondeo,抽样调查，民意测验,On parle du sondage.,We are talking about it.,Estamos hablando de ello.,我们正在谈论抽样调查。,machine-assisted
784,223,sortir,fr:sortir:verb:1,sortir,verb,/sɔʁ.tiʁ/,"to exit, go out, come out",salir,出去；出门；外出,Nous allons sortir ce soir.,We are going out tonight.,Vamos a salir esta noche.,我们今晚要出去。,machine-assisted
785,223,souriant(e),fr:souriant:adjective:1,souriant,adjective,/su.ʁjɑ̃/,smiling (tending to smile a lot),sonriente,面带微笑的,C’est quelque chose de souriant.,It is something smiling (tending to smile a lot).,Es algo sonriente.,这是值得微笑的事情。,machine-assisted
786,223,sous,fr:sous:preposition:1,sous,preposition,/su/,"below, under",debajo de o bajo,在…下面,Le chat dort sous la chaise.,The cat is sleeping under the chair.,El gato duerme debajo de la silla.,猫睡在椅子下面。,machine-assisted
787,223,souvenir,fr:souvenir:noun:1,souvenir,noun,/su.v(ə).niʁ/,memory (mental picture),recuerdo,回忆,On parle du souvenir.,We are talking about it.,Estamos hablando de ello.,我们正在谈论回忆。,machine-assisted
788,223,souvenir(se),fr:se souvenir:verb:1,se souvenir,verb,/su.v(ə).niʁ/,to remember,recordar,记得，忆及，想起；记住，记着,Elle se souvient de ce voyage.,She remembers that trip.,Se acuerda de aquel viaje.,她记得这次旅行。,machine-assisted
789,223,souvent,fr:souvent:adverb:1,souvent,adverb,/su.vɑ̃/,often,frecuentemente,经常，常常,Elle vient souvent ici.,She often comes here.,Viene aquí a menudo.,她经常来这里。,machine-assisted
790,223,sport,fr:sport:noun:1,sport,noun,/spɔʁ/,sport,deporte,运动，体育运动，运动项目,Voici le sport.,Here it is.,Aquí está.,这是运动。,machine-assisted
791,223,sportif(ive),fr:sportif:adjective:1,sportif,adjective,/spɔʁ.tif/,"athletic; enjoying and frequently participating in sports, sporty",deportivo,有关体育的，运动的；从事体育运动的，爱好体育运动的,C’est quelque chose de sportif.,It is something athletic.,Es algo deportivo.,这是一种体育运动。,machine-assisted
